Year,Race,Sex,AgeGroup,HispanicOrigin,Population
1909,White,Female,15 to 19,NA,3907000
1909,White,Female,20 to 24,NA,3859000
1909,White,Female,25 to 29,NA,3413000
1909,White,Female,30 to 34,NA,2919000
1909,White,Female,35 to 39,NA,2656000
1909,White,Female,40 to 44,NA,2206000
1909,White,Female,45 to 49,NA,1859000
1909,White,Female,5 to 9,NA,4147000
1909,White,Female,50 to 54,NA,1604000
1909,White,Female,55 to 59,NA,1182000
1909,White,Female,60 to 64,NA,972000
1909,White,Female,65 to 69,NA,744000
1909,White,Female,70 to 74,NA,502000
1909,White,Female,75 years and over,NA,532000
1909,White,Female,Under 5,NA,4535000
1909,White,Male,10 to 14,NA,3955000
1909,White,Male,15 to 19,NA,3933000
1909,White,Male,20 to 24,NA,4008000
1909,White,Male,25 to 29,NA,3734000
1909,White,Male,30 to 34,NA,3245000
1909,White,Male,35 to 39,NA,2974000
1909,White,Male,40 to 44,NA,2507000
1909,White,Male,45 to 49,NA,2119000
1909,White,Male,5 to 9,NA,4241000
1909,White,Male,50 to 54,NA,1876000
1909,White,Male,55 to 59,NA,1338000
1909,White,Male,60 to 64,NA,1053000
1909,White,Male,65 to 69,NA,777000
1909,White,Male,70 to 74,NA,509000
1909,White,Male,75 years and over,NA,504000
1909,White,Male,Under 5,NA,4665000
1910,Nonwhite,Female,10 to 14,NA,595000
1910,Nonwhite,Female,15 to 19,NA,569000
1910,Nonwhite,Female,20 to 24,NA,566000
1910,Nonwhite,Female,25 to 29,NA,475000
1910,Nonwhite,Female,30 to 34,NA,348000
1910,Nonwhite,Female,35 to 39,NA,325000
1910,Nonwhite,Female,40 to 44,NA,233000
1910,Nonwhite,Female,45 to 49,NA,194000
1910,Nonwhite,Female,5 to 9,NA,649000
1910,Nonwhite,Female,50 to 54,NA,153000
1910,Nonwhite,Female,55 to 59,NA,99000
1910,Nonwhite,Female,60 to 64,NA,90000
1910,Nonwhite,Female,65 to 69,NA,57000
1910,Nonwhite,Female,70 to 74,NA,41000
1910,Nonwhite,Female,75 years and over,NA,51000
1910,Nonwhite,Female,Under 5,NA,656000
1910,Nonwhite,Male,10 to 14,NA,597000
1910,Nonwhite,Male,15 to 19,NA,529000
1910,Nonwhite,Male,20 to 24,NA,514000
1910,Nonwhite,Male,25 to 29,NA,456000
1910,Nonwhite,Male,30 to 34,NA,364000
1910,Nonwhite,Male,35 to 39,NA,348000
1910,Nonwhite,Male,40 to 44,NA,253000
1910,Nonwhite,Male,45 to 49,NA,222000
1910,Nonwhite,Male,5 to 9,NA,640000
1910,Nonwhite,Male,50 to 54,NA,197000
1910,Nonwhite,Male,55 to 59,NA,126000
1910,Nonwhite,Male,60 to 64,NA,109000
1910,Nonwhite,Male,65 to 69,NA,72000
1910,Nonwhite,Male,70 to 74,NA,43000
1910,Nonwhite,Male,75 years and over,NA,47000
1910,Nonwhite,Male,Under 5,NA,652000
1910,White,Female,10 to 14,NA,3931000
1910,White,Female,15 to 19,NA,3983000
1910,White,Female,20 to 24,NA,3938000
1910,White,Female,25 to 29,NA,3488000
1910,White,Female,30 to 34,NA,2992000
1910,White,Female,35 to 39,NA,2729000
1910,White,Female,40 to 44,NA,2261000
1910,White,Female,45 to 49,NA,1915000
1910,White,Female,5 to 9,NA,4208000
1910,White,Female,50 to 54,NA,1652000
1910,White,Female,55 to 59,NA,1210000
1910,White,Female,60 to 64,NA,1000000
1910,White,Female,65 to 69,NA,763000
1910,White,Female,70 to 74,NA,516000
1910,White,Female,75 years and over,NA,552000
1910,White,Female,Under 5,NA,4614000
1910,White,Male,10 to 14,NA,4024000
1910,White,Male,15 to 19,NA,4014000
1910,White,Male,20 to 24,NA,4099000
1910,White,Male,25 to 29,NA,3824000
1910,White,Male,30 to 34,NA,3327000
1910,White,Male,35 to 39,NA,3051000
1910,White,Male,40 to 44,NA,2559000
1910,White,Male,45 to 49,NA,2185000
1910,White,Male,5 to 9,NA,4306000
1910,White,Male,50 to 54,NA,1936000
1910,White,Male,55 to 59,NA,1378000
1910,White,Male,60 to 64,NA,1089000
1910,White,Male,65 to 69,NA,800000
1910,White,Male,70 to 74,NA,524000
1910,White,Male,75 years and over,NA,520000
1910,White,Male,Under 5,NA,4749000
1911,Nonwhite,Female,10 to 14,NA,599000
1911,Nonwhite,Female,15 to 19,NA,571000
1911,Nonwhite,Female,20 to 24,NA,568000
1911,Nonwhite,Female,25 to 29,NA,479000
1911,Nonwhite,Female,30 to 34,NA,354000
1911,Nonwhite,Female,35 to 39,NA,333000
1911,Nonwhite,Female,40 to 44,NA,238000
1911,Nonwhite,Female,45 to 49,NA,196000
1911,Nonwhite,Female,5 to 9,NA,649000
1911,Nonwhite,Female,50 to 54,NA,153000
1911,Nonwhite,Female,55 to 59,NA,100000
1911,Nonwhite,Female,60 to 64,NA,90000
1911,Nonwhite,Female,65 to 69,NA,60000
1911,Nonwhite,Female,70 to 74,NA,41000
1911,Nonwhite,Female,75 years and over,NA,51000
1911,Nonwhite,Female,Under 5,NA,655000
1911,Nonwhite,Male,10 to 14,NA,602000
1911,Nonwhite,Male,15 to 19,NA,530000
1911,Nonwhite,Male,20 to 24,NA,514000
1911,Nonwhite,Male,25 to 29,NA,460000
1911,Nonwhite,Male,30 to 34,NA,365000
1911,Nonwhite,Male,35 to 39,NA,355000
1911,Nonwhite,Male,40 to 44,NA,257000
1911,Nonwhite,Male,45 to 49,NA,229000
1911,Nonwhite,Male,5 to 9,NA,640000
1911,Nonwhite,Male,50 to 54,NA,199000
1911,Nonwhite,Male,55 to 59,NA,128000
1911,Nonwhite,Male,60 to 64,NA,112000
1911,Nonwhite,Male,65 to 69,NA,73000
1911,Nonwhite,Male,70 to 74,NA,43000
1911,Nonwhite,Male,75 years and over,NA,47000
1911,Nonwhite,Male,Under 5,NA,648000
1911,White,Female,10 to 14,NA,3991000
1911,White,Female,15 to 19,NA,4017000
1911,White,Female,20 to 24,NA,3980000
1911,White,Female,25 to 29,NA,3554000
1911,White,Female,30 to 34,NA,3054000
1911,White,Female,35 to 39,NA,2789000
1911,White,Female,40 to 44,NA,2308000
1911,White,Female,45 to 49,NA,1964000
1911,White,Female,5 to 9,NA,4274000
1911,White,Female,50 to 54,NA,1691000
1911,White,Female,55 to 59,NA,1238000
1911,White,Female,60 to 64,NA,1028000
1911,White,Female,65 to 69,NA,779000
1911,White,Female,70 to 74,NA,526000
1911,White,Female,75 years and over,NA,567000
1911,White,Female,Under 5,NA,4676000
1911,White,Male,10 to 14,NA,4088000
1911,White,Male,15 to 19,NA,4045000
1911,White,Male,20 to 24,NA,4130000
1911,White,Male,25 to 29,NA,3878000
1911,White,Male,30 to 34,NA,3386000
1911,White,Male,35 to 39,NA,3121000
1911,White,Male,40 to 44,NA,2602000
1911,White,Male,45 to 49,NA,2244000
1911,White,Male,5 to 9,NA,4371000
1911,White,Male,50 to 54,NA,1981000
1911,White,Male,55 to 59,NA,1414000
1911,White,Male,60 to 64,NA,1124000
1911,White,Male,65 to 69,NA,820000
1911,White,Male,70 to 74,NA,536000
1911,White,Male,75 years and over,NA,531000
1911,White,Male,Under 5,NA,4817000
1912,Nonwhite,Female,10 to 14,NA,604000
1912,Nonwhite,Female,15 to 19,NA,574000
1912,Nonwhite,Female,20 to 24,NA,568000
1912,Nonwhite,Female,25 to 29,NA,484000
1912,Nonwhite,Female,30 to 34,NA,357000
1912,Nonwhite,Female,35 to 39,NA,341000
1912,Nonwhite,Female,40 to 44,NA,244000
1912,Nonwhite,Female,45 to 49,NA,201000
1912,Nonwhite,Female,5 to 9,NA,650000
1912,Nonwhite,Female,50 to 54,NA,154000
1912,Nonwhite,Female,55 to 59,NA,101000
1912,Nonwhite,Female,60 to 64,NA,91000
1912,Nonwhite,Female,65 to 69,NA,58000
1912,Nonwhite,Female,70 to 74,NA,42000
1912,Nonwhite,Female,75 years and over,NA,52000
1912,Nonwhite,Female,Under 5,NA,647000
1912,Nonwhite,Male,10 to 14,NA,605000
1912,Nonwhite,Male,15 to 19,NA,531000
1912,Nonwhite,Male,20 to 24,NA,513000
1912,Nonwhite,Male,25 to 29,NA,460000
1912,Nonwhite,Male,30 to 34,NA,365000
1912,Nonwhite,Male,35 to 39,NA,364000
1912,Nonwhite,Male,40 to 44,NA,262000
1912,Nonwhite,Male,45 to 49,NA,241000
1912,Nonwhite,Male,5 to 9,NA,640000
1912,Nonwhite,Male,50 to 54,NA,205000
1912,Nonwhite,Male,55 to 59,NA,129000
1912,Nonwhite,Male,60 to 64,NA,114000
1912,Nonwhite,Male,65 to 69,NA,74000
1912,Nonwhite,Male,70 to 74,NA,44000
1912,Nonwhite,Male,75 years and over,NA,48000
1912,Nonwhite,Male,Under 5,NA,644000
1912,White,Female,10 to 14,NA,4060000
1912,White,Female,15 to 19,NA,4049000
1912,White,Female,20 to 24,NA,4017000
1912,White,Female,25 to 29,NA,3618000
1912,White,Female,30 to 34,NA,3114000
1912,White,Female,35 to 39,NA,2850000
1912,White,Female,40 to 44,NA,2358000
1912,White,Female,45 to 49,NA,2013000
1912,White,Female,5 to 9,NA,4344000
1912,White,Female,50 to 54,NA,1731000
1912,White,Female,55 to 59,NA,1270000
1912,White,Female,60 to 64,NA,1057000
1912,White,Female,65 to 69,NA,796000
1912,White,Female,70 to 74,NA,540000
1912,White,Female,75 years and over,NA,583000
1912,White,Female,Under 5,NA,4742000
1912,White,Male,10 to 14,NA,4157000
1912,White,Male,15 to 19,NA,4074000
1912,White,Male,20 to 24,NA,4151000
1912,White,Male,25 to 29,NA,3929000
1912,White,Male,30 to 34,NA,3445000
1912,White,Male,35 to 39,NA,3187000
1912,White,Male,40 to 44,NA,2646000
1912,White,Male,45 to 49,NA,2307000
1912,White,Male,5 to 9,NA,4443000
1912,White,Male,50 to 54,NA,2023000
1912,White,Male,55 to 59,NA,1450000
1912,White,Male,60 to 64,NA,1160000
1912,White,Male,65 to 69,NA,840000
1912,White,Male,70 to 74,NA,548000
1912,White,Male,75 years and over,NA,544000
1912,White,Male,Under 5,NA,4882000
1913,Nonwhite,Female,10 to 14,NA,611000
1913,Nonwhite,Female,15 to 19,NA,577000
1913,Nonwhite,Female,20 to 24,NA,573000
1913,Nonwhite,Female,25 to 29,NA,489000
1913,Nonwhite,Female,30 to 34,NA,363000
1913,Nonwhite,Female,35 to 39,NA,351000
1913,Nonwhite,Female,40 to 44,NA,251000
1913,Nonwhite,Female,45 to 49,NA,205000
1913,Nonwhite,Female,5 to 9,NA,654000
1913,Nonwhite,Female,50 to 54,NA,159000
1913,Nonwhite,Female,55 to 59,NA,101000
1913,Nonwhite,Female,60 to 64,NA,91000
1913,Nonwhite,Female,65 to 69,NA,61000
1913,Nonwhite,Female,70 to 74,NA,41000
1913,Nonwhite,Female,75 years and over,NA,52000
1913,Nonwhite,Female,Under 5,NA,647000
1913,Nonwhite,Male,10 to 14,NA,612000
1913,Nonwhite,Male,15 to 19,NA,533000
1913,Nonwhite,Male,20 to 24,NA,514000
1913,Nonwhite,Male,25 to 29,NA,460000
1913,Nonwhite,Male,30 to 34,NA,368000
1913,Nonwhite,Male,35 to 39,NA,373000
1913,Nonwhite,Male,40 to 44,NA,269000
1913,Nonwhite,Male,45 to 49,NA,252000
1913,Nonwhite,Male,5 to 9,NA,646000
1913,Nonwhite,Male,50 to 54,NA,211000
1913,Nonwhite,Male,55 to 59,NA,132000
1913,Nonwhite,Male,60 to 64,NA,114000
1913,Nonwhite,Male,65 to 69,NA,75000
1913,Nonwhite,Male,70 to 74,NA,44000
1913,Nonwhite,Male,75 years and over,NA,48000
1913,Nonwhite,Male,Under 5,NA,643000
1913,White,Female,10 to 14,NA,4149000
1913,White,Female,15 to 19,NA,4093000
1913,White,Female,20 to 24,NA,4068000
1913,White,Female,25 to 29,NA,3697000
1913,White,Female,30 to 34,NA,3191000
1913,White,Female,35 to 39,NA,2924000
1913,White,Female,40 to 44,NA,2420000
1913,White,Female,45 to 49,NA,2076000
1913,White,Female,5 to 9,NA,4443000
1913,White,Female,50 to 54,NA,1779000
1913,White,Female,55 to 59,NA,1312000
1913,White,Female,60 to 64,NA,1093000
1913,White,Female,65 to 69,NA,816000
1913,White,Female,70 to 74,NA,555000
1913,White,Female,75 years and over,NA,603000
1913,White,Female,Under 5,NA,4823000
1913,White,Male,10 to 14,NA,4247000
1913,White,Male,15 to 19,NA,4113000
1913,White,Male,20 to 24,NA,4178000
1913,White,Male,25 to 29,NA,3988000
1913,White,Male,30 to 34,NA,3514000
1913,White,Male,35 to 39,NA,3272000
1913,White,Male,40 to 44,NA,2702000
1913,White,Male,45 to 49,NA,2380000
1913,White,Male,5 to 9,NA,4542000
1913,White,Male,50 to 54,NA,2073000
1913,White,Male,55 to 59,NA,1495000
1913,White,Male,60 to 64,NA,1204000
1913,White,Male,65 to 69,NA,863000
1913,White,Male,70 to 74,NA,563000
1913,White,Male,75 years and over,NA,560000
1913,White,Male,Under 5,NA,4969000
1914,Nonwhite,Female,10 to 14,NA,617000
1914,Nonwhite,Female,15 to 19,NA,580000
1914,Nonwhite,Female,20 to 24,NA,577000
1914,Nonwhite,Female,25 to 29,NA,495000
1914,Nonwhite,Female,30 to 34,NA,369000
1914,Nonwhite,Female,35 to 39,NA,361000
1914,Nonwhite,Female,40 to 44,NA,259000
1914,Nonwhite,Female,45 to 49,NA,211000
1914,Nonwhite,Female,5 to 9,NA,658000
1914,Nonwhite,Female,50 to 54,NA,161000
1914,Nonwhite,Female,55 to 59,NA,102000
1914,Nonwhite,Female,60 to 64,NA,91000
1914,Nonwhite,Female,65 to 69,NA,61000
1914,Nonwhite,Female,70 to 74,NA,41000
1914,Nonwhite,Female,75 years and over,NA,53000
1914,Nonwhite,Female,Under 5,NA,644000
1914,Nonwhite,Male,10 to 14,NA,619000
1914,Nonwhite,Male,15 to 19,NA,534000
1914,Nonwhite,Male,20 to 24,NA,517000
1914,Nonwhite,Male,25 to 29,NA,461000
1914,Nonwhite,Male,30 to 34,NA,369000
1914,Nonwhite,Male,35 to 39,NA,382000
1914,Nonwhite,Male,40 to 44,NA,275000
1914,Nonwhite,Male,45 to 49,NA,268000
1914,Nonwhite,Male,5 to 9,NA,649000
1914,Nonwhite,Male,50 to 54,NA,215000
1914,Nonwhite,Male,55 to 59,NA,133000
1914,Nonwhite,Male,60 to 64,NA,116000
1914,Nonwhite,Male,65 to 69,NA,77000
1914,Nonwhite,Male,70 to 74,NA,46000
1914,Nonwhite,Male,75 years and over,NA,50000
1914,Nonwhite,Male,Under 5,NA,640000
1914,White,Female,10 to 14,NA,4242000
1914,White,Female,15 to 19,NA,4133000
1914,White,Female,20 to 24,NA,4113000
1914,White,Female,25 to 29,NA,3779000
1914,White,Female,30 to 34,NA,3268000
1914,White,Female,35 to 39,NA,2999000
1914,White,Female,40 to 44,NA,2485000
1914,White,Female,45 to 49,NA,2138000
1914,White,Female,5 to 9,NA,4545000
1914,White,Female,50 to 54,NA,1827000
1914,White,Female,55 to 59,NA,1353000
1914,White,Female,60 to 64,NA,1128000
1914,White,Female,65 to 69,NA,836000
1914,White,Female,70 to 74,NA,571000
1914,White,Female,75 years and over,NA,623000
1914,White,Female,Under 5,NA,4908000
1914,White,Male,10 to 14,NA,4340000
1914,White,Male,15 to 19,NA,4145000
1914,White,Male,20 to 24,NA,4197000
1914,White,Male,25 to 29,NA,4044000
1914,White,Male,30 to 34,NA,3585000
1914,White,Male,35 to 39,NA,3355000
1914,White,Male,40 to 44,NA,2759000
1914,White,Male,45 to 49,NA,2456000
1914,White,Male,5 to 9,NA,4646000
1914,White,Male,50 to 54,NA,2122000
1914,White,Male,55 to 59,NA,1539000
1914,White,Male,60 to 64,NA,1249000
1914,White,Male,65 to 69,NA,889000
1914,White,Male,70 to 74,NA,579000
1914,White,Male,75 years and over,NA,575000
1914,White,Male,Under 5,NA,5052000
1915,Nonwhite,Female,10 to 14,NA,623000
1915,Nonwhite,Female,15 to 19,NA,583000
1915,Nonwhite,Female,20 to 24,NA,578000
1915,Nonwhite,Female,25 to 29,NA,498000
1915,Nonwhite,Female,30 to 34,NA,371000
1915,Nonwhite,Female,35 to 39,NA,369000
1915,Nonwhite,Female,40 to 44,NA,266000
1915,Nonwhite,Female,45 to 49,NA,214000
1915,Nonwhite,Female,5 to 9,NA,658000
1915,Nonwhite,Female,50 to 54,NA,163000
1915,Nonwhite,Female,55 to 59,NA,101000
1915,Nonwhite,Female,60 to 64,NA,91000
1915,Nonwhite,Female,65 to 69,NA,63000
1915,Nonwhite,Female,70 to 74,NA,43000
1915,Nonwhite,Female,75 years and over,NA,53000
1915,Nonwhite,Female,Under 5,NA,639000
1915,Nonwhite,Male,10 to 14,NA,623000
1915,Nonwhite,Male,15 to 19,NA,537000
1915,Nonwhite,Male,20 to 24,NA,516000
1915,Nonwhite,Male,25 to 29,NA,460000
1915,Nonwhite,Male,30 to 34,NA,368000
1915,Nonwhite,Male,35 to 39,NA,390000
1915,Nonwhite,Male,40 to 44,NA,279000
1915,Nonwhite,Male,45 to 49,NA,281000
1915,Nonwhite,Male,5 to 9,NA,651000
1915,Nonwhite,Male,50 to 54,NA,221000
1915,Nonwhite,Male,55 to 59,NA,134000
1915,Nonwhite,Male,60 to 64,NA,117000
1915,Nonwhite,Male,65 to 69,NA,77000
1915,Nonwhite,Male,70 to 74,NA,48000
1915,Nonwhite,Male,75 years and over,NA,51000
1915,Nonwhite,Male,Under 5,NA,632000
1915,White,Female,10 to 14,NA,4320000
1915,White,Female,15 to 19,NA,4151000
1915,White,Female,20 to 24,NA,4138000
1915,White,Female,25 to 29,NA,3839000
1915,White,Female,30 to 34,NA,3333000
1915,White,Female,35 to 39,NA,3061000
1915,White,Female,40 to 44,NA,2539000
1915,White,Female,45 to 49,NA,2191000
1915,White,Female,5 to 9,NA,4631000
1915,White,Female,50 to 54,NA,1865000
1915,White,Female,55 to 59,NA,1392000
1915,White,Female,60 to 64,NA,1162000
1915,White,Female,65 to 69,NA,852000
1915,White,Female,70 to 74,NA,582000
1915,White,Female,75 years and over,NA,641000
1915,White,Female,Under 5,NA,4963000
1915,White,Male,10 to 14,NA,4420000
1915,White,Male,15 to 19,NA,4157000
1915,White,Male,20 to 24,NA,4184000
1915,White,Male,25 to 29,NA,4076000
1915,White,Male,30 to 34,NA,3635000
1915,White,Male,35 to 39,NA,3421000
1915,White,Male,40 to 44,NA,2805000
1915,White,Male,45 to 49,NA,2523000
1915,White,Male,5 to 9,NA,4734000
1915,White,Male,50 to 54,NA,2160000
1915,White,Male,55 to 59,NA,1579000
1915,White,Male,60 to 64,NA,1290000
1915,White,Male,65 to 69,NA,909000
1915,White,Male,70 to 74,NA,593000
1915,White,Male,75 years and over,NA,589000
1915,White,Male,Under 5,NA,5113000
1916,Nonwhite,Female,10 to 14,NA,629000
1916,Nonwhite,Female,15 to 19,NA,584000
1916,Nonwhite,Female,20 to 24,NA,581000
1916,Nonwhite,Female,25 to 29,NA,500000
1916,Nonwhite,Female,30 to 34,NA,374000
1916,Nonwhite,Female,35 to 39,NA,378000
1916,Nonwhite,Female,40 to 44,NA,272000
1916,Nonwhite,Female,45 to 49,NA,221000
1916,Nonwhite,Female,5 to 9,NA,659000
1916,Nonwhite,Female,50 to 54,NA,167000
1916,Nonwhite,Female,55 to 59,NA,104000
1916,Nonwhite,Female,60 to 64,NA,91000
1916,Nonwhite,Female,65 to 69,NA,61000
1916,Nonwhite,Female,70 to 74,NA,43000
1916,Nonwhite,Female,75 years and over,NA,54000
1916,Nonwhite,Female,Under 5,NA,632000
1916,Nonwhite,Male,10 to 14,NA,626000
1916,Nonwhite,Male,15 to 19,NA,537000
1916,Nonwhite,Male,20 to 24,NA,516000
1916,Nonwhite,Male,25 to 29,NA,458000
1916,Nonwhite,Male,30 to 34,NA,367000
1916,Nonwhite,Male,35 to 39,NA,394000
1916,Nonwhite,Male,40 to 44,NA,285000
1916,Nonwhite,Male,45 to 49,NA,297000
1916,Nonwhite,Male,5 to 9,NA,653000
1916,Nonwhite,Male,50 to 54,NA,224000
1916,Nonwhite,Male,55 to 59,NA,134000
1916,Nonwhite,Male,60 to 64,NA,119000
1916,Nonwhite,Male,65 to 69,NA,78000
1916,Nonwhite,Male,70 to 74,NA,48000
1916,Nonwhite,Male,75 years and over,NA,53000
1916,Nonwhite,Male,Under 5,NA,626000
1916,White,Female,10 to 14,NA,4397000
1916,White,Female,15 to 19,NA,4164000
1916,White,Female,20 to 24,NA,4160000
1916,White,Female,25 to 29,NA,3901000
1916,White,Female,30 to 34,NA,3394000
1916,White,Female,35 to 39,NA,3122000
1916,White,Female,40 to 44,NA,2596000
1916,White,Female,45 to 49,NA,2245000
1916,White,Female,5 to 9,NA,4721000
1916,White,Female,50 to 54,NA,1906000
1916,White,Female,55 to 59,NA,1431000
1916,White,Female,60 to 64,NA,1196000
1916,White,Female,65 to 69,NA,870000
1916,White,Female,70 to 74,NA,597000
1916,White,Female,75 years and over,NA,659000
1916,White,Female,Under 5,NA,5018000
1916,White,Male,10 to 14,NA,4498000
1916,White,Male,15 to 19,NA,4164000
1916,White,Male,20 to 24,NA,4166000
1916,White,Male,25 to 29,NA,4100000
1916,White,Male,30 to 34,NA,3682000
1916,White,Male,35 to 39,NA,3489000
1916,White,Male,40 to 44,NA,2852000
1916,White,Male,45 to 49,NA,2587000
1916,White,Male,5 to 9,NA,4825000
1916,White,Male,50 to 54,NA,2199000
1916,White,Male,55 to 59,NA,1619000
1916,White,Male,60 to 64,NA,1332000
1916,White,Male,65 to 69,NA,932000
1916,White,Male,70 to 74,NA,606000
1916,White,Male,75 years and over,NA,602000
1916,White,Male,Under 5,NA,5166000
1917,Nonwhite,Female,10 to 14,NA,634000
1917,Nonwhite,Female,15 to 19,NA,586000
1917,Nonwhite,Female,20 to 24,NA,584000
1917,Nonwhite,Female,25 to 29,NA,502000
1917,Nonwhite,Female,30 to 34,NA,377000
1917,Nonwhite,Female,35 to 39,NA,386000
1917,Nonwhite,Female,40 to 44,NA,279000
1917,Nonwhite,Female,45 to 49,NA,226000
1917,Nonwhite,Female,5 to 9,NA,659000
1917,Nonwhite,Female,50 to 54,NA,169000
1917,Nonwhite,Female,55 to 59,NA,104000
1917,Nonwhite,Female,60 to 64,NA,91000
1917,Nonwhite,Female,65 to 69,NA,63000
1917,Nonwhite,Female,70 to 74,NA,45000
1917,Nonwhite,Female,75 years and over,NA,55000
1917,Nonwhite,Female,Under 5,NA,624000
1917,Nonwhite,Male,10 to 14,NA,631000
1917,Nonwhite,Male,15 to 19,NA,536000
1917,Nonwhite,Male,20 to 24,NA,515000
1917,Nonwhite,Male,25 to 29,NA,455000
1917,Nonwhite,Male,30 to 34,NA,365000
1917,Nonwhite,Male,35 to 39,NA,402000
1917,Nonwhite,Male,40 to 44,NA,290000
1917,Nonwhite,Male,45 to 49,NA,309000
1917,Nonwhite,Male,5 to 9,NA,654000
1917,Nonwhite,Male,50 to 54,NA,232000
1917,Nonwhite,Male,55 to 59,NA,138000
1917,Nonwhite,Male,60 to 64,NA,119000
1917,Nonwhite,Male,65 to 69,NA,80000
1917,Nonwhite,Male,70 to 74,NA,51000
1917,Nonwhite,Male,75 years and over,NA,52000
1917,Nonwhite,Male,Under 5,NA,620000
1917,White,Female,10 to 14,NA,4478000
1917,White,Female,15 to 19,NA,4179000
1917,White,Female,20 to 24,NA,4177000
1917,White,Female,25 to 29,NA,3959000
1917,White,Female,30 to 34,NA,3456000
1917,White,Female,35 to 39,NA,3184000
1917,White,Female,40 to 44,NA,2653000
1917,White,Female,45 to 49,NA,2301000
1917,White,Female,5 to 9,NA,4813000
1917,White,Female,50 to 54,NA,1945000
1917,White,Female,55 to 59,NA,1475000
1917,White,Female,60 to 64,NA,1233000
1917,White,Female,65 to 69,NA,887000
1917,White,Female,70 to 74,NA,611000
1917,White,Female,75 years and over,NA,677000
1917,White,Female,Under 5,NA,5068000
1917,White,Male,10 to 14,NA,4581000
1917,White,Male,15 to 19,NA,4165000
1917,White,Male,20 to 24,NA,4094000
1917,White,Male,25 to 29,NA,4081000
1917,White,Male,30 to 34,NA,3718000
1917,White,Male,35 to 39,NA,3554000
1917,White,Male,40 to 44,NA,2899000
1917,White,Male,45 to 49,NA,2652000
1917,White,Male,5 to 9,NA,4919000
1917,White,Male,50 to 54,NA,2234000
1917,White,Male,55 to 59,NA,1660000
1917,White,Male,60 to 64,NA,1374000
1917,White,Male,65 to 69,NA,953000
1917,White,Male,70 to 74,NA,623000
1917,White,Male,75 years and over,NA,617000
1917,White,Male,Under 5,NA,5215000
1918,Nonwhite,Female,10 to 14,NA,638000
1918,Nonwhite,Female,15 to 19,NA,589000
1918,Nonwhite,Female,20 to 24,NA,586000
1918,Nonwhite,Female,25 to 29,NA,504000
1918,Nonwhite,Female,30 to 34,NA,379000
1918,Nonwhite,Female,35 to 39,NA,394000
1918,Nonwhite,Female,40 to 44,NA,284000
1918,Nonwhite,Female,45 to 49,NA,233000
1918,Nonwhite,Female,5 to 9,NA,661000
1918,Nonwhite,Female,50 to 54,NA,174000
1918,Nonwhite,Female,55 to 59,NA,104000
1918,Nonwhite,Female,60 to 64,NA,91000
1918,Nonwhite,Female,65 to 69,NA,63000
1918,Nonwhite,Female,70 to 74,NA,46000
1918,Nonwhite,Female,75 years and over,NA,56000
1918,Nonwhite,Female,Under 5,NA,620000
1918,Nonwhite,Male,10 to 14,NA,636000
1918,Nonwhite,Male,15 to 19,NA,534000
1918,Nonwhite,Male,20 to 24,NA,486000
1918,Nonwhite,Male,25 to 29,NA,438000
1918,Nonwhite,Male,30 to 34,NA,363000
1918,Nonwhite,Male,35 to 39,NA,407000
1918,Nonwhite,Male,40 to 44,NA,295000
1918,Nonwhite,Male,45 to 49,NA,325000
1918,Nonwhite,Male,5 to 9,NA,657000
1918,Nonwhite,Male,50 to 54,NA,236000
